State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,yield,N,P,K,pH,Average_Temperature,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec
Andhra Pradesh,EAST GODAVARI,2001,Whole Year,Sugarcane,14255.0,1282665.0,89.98000701508242,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2002,Whole Year,Sugarcane,15425.0,1269570.0,82.30599675850891,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2003,Whole Year,Sugarcane,16285.0,1397774.0,85.83199263125576,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2004,Whole Year,Sugarcane,15965.0,1356801.0,84.98596930786094,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2005,Whole Year,Sugarcane,18422.0,1465857.0,79.57100206275106,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2006,Whole Year,Sugarcane,18911.0,1683779.0,89.03701549362805,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2007,Whole Year,Sugarcane,17000.0,1488000.0,87.52941176470588,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2008,Whole Year,Sugarcane,13592.0,1159182.0,85.28413772807534,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2009,Whole Year,Sugarcane,10879.0,1017609.0,93.5388362901002,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2010,Whole Year,Sugarcane,13051.0,1086471.0,83.24810359359437,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2011,Whole Year,Sugarcane,12618.0,1069560.0,84.76462196861627,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Sugarcane,13909.0,1111275.0,79.89611043209433,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2013,Kharif,Sugarcane,13857.0,1165341.0,84.09764018185754,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,EAST GODAVARI,2014,Kharif,Sugarcane,12405.0,1056420.0,85.1608222490931,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,1997,Kharif,Sugarcane,1600.0,109600.0,68.5,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,1998,Whole Year,Sugarcane,2100.0,150300.0,71.57142857142857,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,1999,Whole Year,Sugarcane,2229.0,182780.0,82.00089726334679,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2000,Whole Year,Sugarcane,1696.0,135426.0,79.8502358490566,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2001,Whole Year,Sugarcane,1700.0,139080.0,81.81176470588235,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2002,Whole Year,Sugarcane,1738.0,114932.0,66.1288837744534,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2003,Whole Year,Sugarcane,1547.0,110569.0,71.47317388493859,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2004,Whole Year,Sugarcane,1972.0,150690.0,76.41480730223124,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2005,Whole Year,Sugarcane,1953.0,138788.0,71.06400409626217,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2006,Whole Year,Sugarcane,1721.0,135923.0,78.97908192911098,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2007,Whole Year,Sugarcane,2000.0,117000.0,58.5,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2008,Whole Year,Sugarcane,762.0,57402.0,75.33070866141732,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2009,Whole Year,Sugarcane,409.0,41203.0,100.74083129584352,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2010,Whole Year,Sugarcane,908.0,77430.0,85.27533039647577,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2011,Whole Year,Sugarcane,967.0,100572.0,104.00413650465356,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2012,Kharif,Sugarcane,573.0,53792.0,93.8778359511344,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2013,Kharif,Sugarcane,420.0,43200.0,102.85714285714286,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,GUNTUR,2014,Kharif,Sugarcane,470.0,46102.0,98.08936170212766,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,1997,Kharif,Sugarcane,200.0,19300.0,96.5,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,1998,Whole Year,Sugarcane,400.0,38200.0,95.5,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,1999,Whole Year,Sugarcane,425.0,40844.0,96.10352941176473,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2000,Whole Year,Sugarcane,356.0,32880.0,92.35955056179776,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2001,Whole Year,Sugarcane,674.0,62755.0,93.10830860534124,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2002,Whole Year,Sugarcane,1063.0,78516.0,73.862652869238,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2003,Whole Year,Sugarcane,555.0,40233.0,72.4918918918919,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2004,Whole Year,Sugarcane,377.0,33563.0,89.026525198939,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2005,Whole Year,Sugarcane,922.0,88323.0,95.79501084598698,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2006,Whole Year,Sugarcane,2056.0,201081.0,97.80204280155642,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2007,Whole Year,Sugarcane,1000.0,82000.0,82.0,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2008,Whole Year,Sugarcane,68.0,5100.0,75.0,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2009,Whole Year,Sugarcane,140.0,12268.0,87.62857142857143,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2010,Whole Year,Sugarcane,835.0,75413.0,90.31497005988024,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2011,Whole Year,Sugarcane,735.0,59825.0,81.39455782312925,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2012,Kharif,Sugarcane,785.0,59550.0,75.85987261146497,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2013,Kharif,Sugarcane,550.0,35420.0,64.4,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KADAPA,2014,Kharif,Sugarcane,373.0,30621.0,82.09383378016086,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,1997,Kharif,Sugarcane,15400.0,1634000.0,106.1038961038961,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,1998,Whole Year,Sugarcane,17300.0,1852600.0,107.08670520231212,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,1999,Whole Year,Sugarcane,15572.0,1825668.0,117.24043154379656,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2000,Whole Year,Sugarcane,12658.0,1382481.0,109.21796492336864,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2001,Whole Year,Sugarcane,10690.0,1112198.0,104.04097287184284,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2002,Whole Year,Sugarcane,15203.0,1535260.0,100.98401631256988,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2003,Whole Year,Sugarcane,17524.0,1322046.0,75.44202236932207,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2004,Whole Year,Sugarcane,18699.0,1884261.0,100.76800898443769,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2005,Whole Year,Sugarcane,21680.0,1810150.0,83.4940036900369,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2006,Whole Year,Sugarcane,21424.0,1958089.0,91.3969846900672,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2007,Whole Year,Sugarcane,16000.0,1655000.0,103.4375,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2008,Whole Year,Sugarcane,11255.0,1073337.0,95.36534873389604,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2009,Whole Year,Sugarcane,9494.0,829393.0,87.3597008637034,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2010,Whole Year,Sugarcane,16144.0,1527716.0,94.63057482656096,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2011,Whole Year,Sugarcane,16024.0,1621860.0,101.2144283574638,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2012,Kharif,Sugarcane,15585.0,1373963.0,88.15931985883863,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
Andhra Pradesh,KRISHNA,2013,Kharif,Sugarcane,16123.0,1447765.0,89.79501333498729,78.0,45.0,22.0,6.8,28.175,24.3,26.2,29.0,31.3,33.5,31.3,29.2,28.4,28.1,27.1,25.5,24.2
